"region","indicator","Unit","Date","Value"
"Tokyo","Marriages","Number","1975",111176
"Tokyo","Marriages","Number","1976",101939
"Tokyo","Marriages","Number","1977",94425
"Tokyo","Marriages","Number","1978",90222
"Tokyo","Marriages","Number","1979",89599
"Tokyo","Marriages","Number","1980",87922
"Tokyo","Marriages","Number","1981",87401
"Tokyo","Marriages","Number","1982",87699
"Tokyo","Marriages","Number","1983",86121
"Tokyo","Marriages","Number","1984",83139
"Tokyo","Marriages","Number","1985",83021
"Tokyo","Marriages","Number","1986",79960
"Tokyo","Marriages","Number","1987",78532
"Tokyo","Marriages","Number","1988",79276
"Tokyo","Marriages","Number","1989",80883
"Tokyo","Marriages","Number","1990",81920
"Tokyo","Marriages","Number","1991",83171
"Tokyo","Marriages","Number","1992",82371
"Tokyo","Marriages","Number","1993",85518
"Tokyo","Marriages","Number","1994",83563
"Tokyo","Marriages","Number","1995",84286
"Tokyo","Marriages","Number","1996",84007
"Tokyo","Marriages","Number","1997",81002
"Tokyo","Marriages","Number","1998",82589
"Tokyo","Marriages","Number","1999",81287
"Tokyo","Marriages","Number","2000",87360
"Tokyo","Marriages","Number","2001",88538
"Tokyo","Marriages","Number","2002",84623
"Tokyo","Marriages","Number","2003",84755
"Tokyo","Marriages","Number","2004",84618
"Tokyo","Marriages","Number","2005",85382
"Tokyo","Marriages","Number","2006",89413
"Tokyo","Marriages","Number","2007",89243
"Tokyo","Marriages","Number","2008",91196
"Tokyo","Marriages","Number","2009",91028
"Tokyo","Marriages","Number","2010",91196
"Tokyo","Marriages","Number","2011",86888
"Tokyo","Marriages","Number","2012",89301
"Tokyo","Marriages","Number","2013",88067
"Tottori","Marriages","Number","1975",4195
"Tottori","Marriages","Number","1976",3994
"Tottori","Marriages","Number","1977",3941
"Tottori","Marriages","Number","1978",3695
"Tottori","Marriages","Number","1979",3810
"Tottori","Marriages","Number","1980",3697
"Tottori","Marriages","Number","1981",3848
"Tottori","Marriages","Number","1982",3915
"Tottori","Marriages","Number","1983",3632
"Tottori","Marriages","Number","1984",3419
"Tottori","Marriages","Number","1985",3469
"Tottori","Marriages","Number","1986",3220
"Tottori","Marriages","Number","1987",3116
"Tottori","Marriages","Number","1988",3076
"Tottori","Marriages","Number","1989",3018
"Tottori","Marriages","Number","1990",3059
"Tottori","Marriages","Number","1991",3070
"Tottori","Marriages","Number","1992",3047
"Tottori","Marriages","Number","1993",3257
"Tottori","Marriages","Number","1994",3215
"Tottori","Marriages","Number","1995",3246
"Tottori","Marriages","Number","1996",3227
"Tottori","Marriages","Number","1997",3104
"Tottori","Marriages","Number","1998",3200
"Tottori","Marriages","Number","1999",3216
"Tottori","Marriages","Number","2000",3366
"Tottori","Marriages","Number","2001",3340
"Tottori","Marriages","Number","2002",3194
"Tottori","Marriages","Number","2003",3125
"Tottori","Marriages","Number","2004",3214
"Tottori","Marriages","Number","2005",3008
"Tottori","Marriages","Number","2006",2983
"Tottori","Marriages","Number","2007",2879
"Tottori","Marriages","Number","2008",2883
"Tottori","Marriages","Number","2009",2758
"Tottori","Marriages","Number","2010",2834
"Tottori","Marriages","Number","2011",2697
"Tottori","Marriages","Number","2012",2759
"Tottori","Marriages","Number","2013",2719
"Toyama","Marriages","Number","1975",7970
"Toyama","Marriages","Number","1976",7440
"Toyama","Marriages","Number","1977",6897
"Toyama","Marriages","Number","1978",6566
"Toyama","Marriages","Number","1979",6533
"Toyama","Marriages","Number","1980",6292
"Toyama","Marriages","Number","1981",6248
"Toyama","Marriages","Number","1982",6234
"Toyama","Marriages","Number","1983",6140
"Toyama","Marriages","Number","1984",5792
"Toyama","Marriages","Number","1985",5861
"Toyama","Marriages","Number","1986",5683
"Toyama","Marriages","Number","1987",5533
"Toyama","Marriages","Number","1988",5584
"Toyama","Marriages","Number","1989",5514
"Toyama","Marriages","Number","1990",5409
"Toyama","Marriages","Number","1991",5549
"Toyama","Marriages","Number","1992",5798
"Toyama","Marriages","Number","1993",6106
"Toyama","Marriages","Number","1994",6113
"Toyama","Marriages","Number","1995",6167
"Toyama","Marriages","Number","1996",6245
"Toyama","Marriages","Number","1997",6177
"Toyama","Marriages","Number","1998",6354
"Toyama","Marriages","Number","1999",6202
"Toyama","Marriages","Number","2000",6307
"Toyama","Marriages","Number","2001",6203
"Toyama","Marriages","Number","2002",5958
"Toyama","Marriages","Number","2003",5631
"Toyama","Marriages","Number","2004",5579
"Toyama","Marriages","Number","2005",5355
"Toyama","Marriages","Number","2006",5342
"Toyama","Marriages","Number","2007",5184
"Toyama","Marriages","Number","2008",5275
"Toyama","Marriages","Number","2009",5024
"Toyama","Marriages","Number","2010",4928
"Toyama","Marriages","Number","2011",4628
"Toyama","Marriages","Number","2012",4871
"Toyama","Marriages","Number","2013",4739
"Wakayama","Marriages","Number","1975",7900
"Wakayama","Marriages","Number","1976",7380
"Wakayama","Marriages","Number","1977",7045
"Wakayama","Marriages","Number","1978",6878
"Wakayama","Marriages","Number","1979",6651
"Wakayama","Marriages","Number","1980",6480
"Wakayama","Marriages","Number","1981",6490
"Wakayama","Marriages","Number","1982",6671
"Wakayama","Marriages","Number","1983",6478
"Wakayama","Marriages","Number","1984",6195
"Wakayama","Marriages","Number","1985",6194
"Wakayama","Marriages","Number","1986",5771
"Wakayama","Marriages","Number","1987",5716
"Wakayama","Marriages","Number","1988",5678
"Wakayama","Marriages","Number","1989",5551
"Wakayama","Marriages","Number","1990",5682
"Wakayama","Marriages","Number","1991",5876
"Wakayama","Marriages","Number","1992",5927
"Wakayama","Marriages","Number","1993",6180
"Wakayama","Marriages","Number","1994",6194
"Wakayama","Marriages","Number","1995",6143
"Wakayama","Marriages","Number","1996",6310
"Wakayama","Marriages","Number","1997",6020
"Wakayama","Marriages","Number","1998",6084
"Wakayama","Marriages","Number","1999",5748
"Wakayama","Marriages","Number","2000",5897
"Wakayama","Marriages","Number","2001",5908
"Wakayama","Marriages","Number","2002",5512
"Wakayama","Marriages","Number","2003",5180
"Wakayama","Marriages","Number","2004",5005
"Wakayama","Marriages","Number","2005",4956
"Wakayama","Marriages","Number","2006",4999
"Wakayama","Marriages","Number","2007",4961
"Wakayama","Marriages","Number","2008",4902
"Wakayama","Marriages","Number","2009",4708
"Wakayama","Marriages","Number","2010",4771
"Wakayama","Marriages","Number","2011",4601
"Wakayama","Marriages","Number","2012",4664
"Wakayama","Marriages","Number","2013",4618
"Yamagata","Marriages","Number","1975",9149
"Yamagata","Marriages","Number","1976",8427
"Yamagata","Marriages","Number","1977",8171
"Yamagata","Marriages","Number","1978",7886
"Yamagata","Marriages","Number","1979",7804
"Yamagata","Marriages","Number","1980",7601
"Yamagata","Marriages","Number","1981",7283
"Yamagata","Marriages","Number","1982",7385
"Yamagata","Marriages","Number","1983",7250
"Yamagata","Marriages","Number","1984",7158
"Yamagata","Marriages","Number","1985",8071
"Yamagata","Marriages","Number","1986",5592
"Yamagata","Marriages","Number","1987",6702
"Yamagata","Marriages","Number","1988",6451
"Yamagata","Marriages","Number","1989",6211
"Yamagata","Marriages","Number","1990",6170
"Yamagata","Marriages","Number","1991",6061
"Yamagata","Marriages","Number","1992",6274
"Yamagata","Marriages","Number","1993",6642
"Yamagata","Marriages","Number","1994",6618
"Yamagata","Marriages","Number","1995",6519
"Yamagata","Marriages","Number","1996",6196
"Yamagata","Marriages","Number","1997",6681
"Yamagata","Marriages","Number","1998",6207
"Yamagata","Marriages","Number","1999",6758
"Yamagata","Marriages","Number","2000",6897
"Yamagata","Marriages","Number","2001",6950
"Yamagata","Marriages","Number","2002",6476
"Yamagata","Marriages","Number","2003",6158
"Yamagata","Marriages","Number","2004",5947
"Yamagata","Marriages","Number","2005",5729
"Yamagata","Marriages","Number","2006",5661
"Yamagata","Marriages","Number","2007",5461
"Yamagata","Marriages","Number","2008",5411
"Yamagata","Marriages","Number","2009",5258
"Yamagata","Marriages","Number","2010",5159
"Yamagata","Marriages","Number","2011",4739
"Yamagata","Marriages","Number","2012",4881
"Yamagata","Marriages","Number","2013",4741
"Yamaguchi","Marriages","Number","1975",11895
"Yamaguchi","Marriages","Number","1976",11073
"Yamaguchi","Marriages","Number","1977",10256
"Yamaguchi","Marriages","Number","1978",9909
"Yamaguchi","Marriages","Number","1979",9573
"Yamaguchi","Marriages","Number","1980",9598
"Yamaguchi","Marriages","Number","1981",9442
"Yamaguchi","Marriages","Number","1982",9566
"Yamaguchi","Marriages","Number","1983",8956
"Yamaguchi","Marriages","Number","1984",8769
"Yamaguchi","Marriages","Number","1985",8421
"Yamaguchi","Marriages","Number","1986",8248
"Yamaguchi","Marriages","Number","1987",7499
"Yamaguchi","Marriages","Number","1988",7742
"Yamaguchi","Marriages","Number","1989",7646
"Yamaguchi","Marriages","Number","1990",7690
"Yamaguchi","Marriages","Number","1991",7737
"Yamaguchi","Marriages","Number","1992",7877
"Yamaguchi","Marriages","Number","1993",8298
"Yamaguchi","Marriages","Number","1994",8052
"Yamaguchi","Marriages","Number","1995",8157
"Yamaguchi","Marriages","Number","1996",8207
"Yamaguchi","Marriages","Number","1997",8181
"Yamaguchi","Marriages","Number","1998",8163
"Yamaguchi","Marriages","Number","1999",7926
"Yamaguchi","Marriages","Number","2000",8249
"Yamaguchi","Marriages","Number","2001",8118
"Yamaguchi","Marriages","Number","2002",7503
"Yamaguchi","Marriages","Number","2003",7421
"Yamaguchi","Marriages","Number","2004",7175
"Yamaguchi","Marriages","Number","2005",7306
"Yamaguchi","Marriages","Number","2006",7218
"Yamaguchi","Marriages","Number","2007",7269
"Yamaguchi","Marriages","Number","2008",7163
"Yamaguchi","Marriages","Number","2009",7008
"Yamaguchi","Marriages","Number","2010",6966
"Yamaguchi","Marriages","Number","2011",6549
"Yamaguchi","Marriages","Number","2012",6547
"Yamaguchi","Marriages","Number","2013",6511
"Yamanashi","Marriages","Number","1975",5590
"Yamanashi","Marriages","Number","1976",5312
"Yamanashi","Marriages","Number","1977",5080
"Yamanashi","Marriages","Number","1978",4682
"Yamanashi","Marriages","Number","1979",4941
"Yamanashi","Marriages","Number","1980",4695
"Yamanashi","Marriages","Number","1981",4853
"Yamanashi","Marriages","Number","1982",4894
"Yamanashi","Marriages","Number","1983",4855
"Yamanashi","Marriages","Number","1984",4789
"Yamanashi","Marriages","Number","1985",4994
"Yamanashi","Marriages","Number","1986",4786
"Yamanashi","Marriages","Number","1987",4542
"Yamanashi","Marriages","Number","1988",4739
"Yamanashi","Marriages","Number","1989",4759
"Yamanashi","Marriages","Number","1990",4855
"Yamanashi","Marriages","Number","1991",5041
"Yamanashi","Marriages","Number","1992",5167
"Yamanashi","Marriages","Number","1993",5458
"Yamanashi","Marriages","Number","1994",5321
"Yamanashi","Marriages","Number","1995",5314
"Yamanashi","Marriages","Number","1996",5311
"Yamanashi","Marriages","Number","1997",5045
"Yamanashi","Marriages","Number","1998",5061
"Yamanashi","Marriages","Number","1999",5094
"Yamanashi","Marriages","Number","2000",5353
"Yamanashi","Marriages","Number","2001",5271
"Yamanashi","Marriages","Number","2002",4819
"Yamanashi","Marriages","Number","2003",4806
"Yamanashi","Marriages","Number","2004",4583
"Yamanashi","Marriages","Number","2005",4531
"Yamanashi","Marriages","Number","2006",4588
"Yamanashi","Marriages","Number","2007",4454
"Yamanashi","Marriages","Number","2008",4392
"Yamanashi","Marriages","Number","2009",4226
"Yamanashi","Marriages","Number","2010",4221
"Yamanashi","Marriages","Number","2011",3922
"Yamanashi","Marriages","Number","2012",3923
"Yamanashi","Marriages","Number","2013",3961
